entity,catg,subcatg,TA_score,count
in vitro,Salud,Salud Infantil,50.09,2
incapacidad permanente,Seguros,Accidentes y Responsabilidades,58.30361111111111,72
incapacidad temporal (españa),Seguros,Accidentes y Responsabilidades,70.09298913043479,184
incendio,Seguros,Accidentes y Responsabilidades,55.58497191011236,356
incendio forestal,Seguros,Riesgos y Responsabilidades,58.451428571428565,7
incertidumbre,Seguros,Seguros y Coberturas,61.25,12
incidencia,Salud,Salud Infantil,49.14,42
incineración,Seguros,Consultas y Atención al Cliente,54.12357142857143,14
inconsciente,Motor,Normativas de Circulación y Licencias,57.2,1
incumplimiento de contrato,Seguros,Aspectos Legales y Normativos,45.07076923076923,13
indemnización de perjuicios,Seguros,Riesgos y Responsabilidades,67.11301320528212,833
individuo,Salud,Medicina Preventiva,67.23,7
industria,Motor,Aspectos Legales de la Propiedad Vehicular,59.8976923076923,13
infancia,Salud,Medicina Preventiva,54.99545454545455,11
infarto,Seguros,Seguros y Coberturas,44.69428571428572,7
infarto agudo de miocardio,Salud,Medicina Preventiva,67.2429268292683,41
infecciones de transmisión sexual,Salud,Medicina Preventiva,77.09666666666666,15
infección,Salud,Medicina Preventiva,71.5315922330097,515
infección intestinal por parásitos,Salud,Salud Pancreática,71.64977035490605,479
infertilidad,Salud,Salud Infantil,78.72,2
inflación,Seguros,Aspectos Legales y Normativos,73.50695652173913,23
inflamación,Salud,Salud Respiratoria,69.08080536912752,596
infografía,Motor,Normativas de Circulación y Licencias,62.22,9
información,Seguros,Consultas y Atención al Cliente,59.642373472949394,573
información financiera,Seguros,Seguros y Coberturas,66.56,1
información personal,Seguros,Consultas y Atención al Cliente,49.75433962264151,53
informática,Hogar,Coberturas y Responsabilidades,53.8153488372093,43
infusión,Salud,Salud Respiratoria,63.89293542074364,511
ingeniero,Hogar,Coberturas y Responsabilidades,49.050000000000004,6
ingeniería,Seguros,Seguros y Coberturas,55.91363636363636,11
ingestión,Salud,Medicina Preventiva,63.311428571428564,7
ingresos netos,Seguros,Aspectos Legales y Normativos,82.425,2
inhalación,Salud,Salud Respiratoria,47.21310344827587,29
inmueble,Hogar,Coberturas y Responsabilidades,56.521403508771925,228
inmunodeficiencia,Salud,Medicina Preventiva,48.386923076923075,13
inmunosupresor,Salud,Medicina Preventiva,30.55,1
inodoro,Hogar,Coberturas y Responsabilidades,78.05058823529413,17
insecta,Motor,Problemas Comunes en Vehículos,56.345,4
insecticida,Salud,Salud Digestiva,65.178,45
insolación,Salud,Medicina Preventiva,55.4,1
insolvencia,Seguros,Seguros y Coberturas,54.14833333333333,12
insomnio,Salud,Salud Digestiva,50.8962962962963,27
inspección técnica de vehículos,Motor,Gestión de Seguros Automovilísticos,82.1180459770115,87
instagram,Seguros,Seguros y Coberturas,43.53,2
instalación eléctrica,Seguros,Accidentes y Responsabilidades,66.7449019607843,51
instituto nacional de estadística (españa),Seguros,Aspectos Legales y Normativos,50.66105263157895,19
instituto nacional de la seguridad social,Salud,Salud Mental y Emocional,57.92029411764706,34
instituto nacional de previsión,Seguros,Seguros y Coberturas,71.10000000000001,3
instituto nacional del cáncer (estados unidos),Salud,Medicina Preventiva,51.1,3
instituto nicaragüense de seguridad social,Salud,Salud Mental y Emocional,68.46617647058824,34
insuficiencia cardíaca,Salud,Medicina Preventiva,53.638461538461534,13
insuficiencia renal,Seguros,Seguros y Coberturas,54.91571428571429,7
insulina,Salud,Salud Pancreática,86.198900203666,491
integración social,Salud,Medicina Preventiva,31.5,1
intencionalidad,Seguros,Accidentes y Responsabilidades,49.416666666666664,36
intento de suicidio,Seguros,Seguros y Coberturas,38.233333333333334,3
intercambiador de calor,Hogar,Coberturas y Responsabilidades,60.39666666666667,6
intercomunicador,Motor,Normativas de Circulación y Licencias,76.16,4
internet,Seguros,Impuestos y Deducciones,62.176707317073166,246
interruptor,Seguros,Accidentes y Responsabilidades,57.2775,4
interés,Seguros,Préstamos y Financiación,70.22407894736841,152
interés fijo,Seguros,Conceptos Jurídicos Fundamentales,51.38166666666667,6
interés legal del dinero (españa),Motor,Gestión de Seguros Automovilísticos,66.6,1
intestino,Salud,Salud Digestiva,60.47462962962963,54
intestino delgado,Salud,Salud Infantil,61.44888888888889,9
intimidación,Motor,Gestión de Seguros Automovilísticos,45.5747619047619,21
intolerancia a la lactosa,Salud,Medicina Preventiva,81.68333333333334,3
intoxicación,Salud,Salud Mental y Emocional,64.31393939393939,33
inundación,Seguros,Seguros y Coberturas,61.504,145
inventario,Seguros,Seguros y Coberturas,60.68428571428571,84
invernadero,Motor,Normativas de Circulación y Licencias,56.43257142857143,35
inversión,Seguros,Consultas y Atención al Cliente,62.69034351145038,262
investigación,Seguros,Consultas y Atención al Cliente,52.64918918918919,37
investigación de mercados,Seguros,Aspectos Legales y Normativos,61.14269230769231,26
invierno,Salud,Salud Respiratoria,56.75588235294118,51
inyección de combustible,Motor,Mantenimiento y Reemplazo de Embragues,88.25966666666666,60
ios,Seguros,Seguros y Coberturas,54.97,1
ipad,Seguros,Seguros y Coberturas,87.185,4
iphone,Seguros,Seguros y Coberturas,77.7,14
iphone se (primera generación),Seguros,Seguros y Coberturas,51.64846153846153,13
ipomoea batatas,Salud,Medicina Preventiva,63.576666666666675,3
ira,Salud,Salud Mental y Emocional,55.93638888888889,36
iridio,Motor,Mantenimiento y Reemplazo de Embragues,61.69875,8
irritabilidad (biología),Motor,Problemas Comunes en Vehículos,37.705,2
irán,Seguros,Seguros y Coberturas,53.15129032258065,62
isla,Motor,Seguros de Responsabilidad Civil,76.06,1
islas baleares,Motor,Aspectos Legales de la Propiedad Vehicular,53.89,2
isoflavonoide,Salud,Trastornos Endocrinos,55.221601307189545,306
isoptera,Hogar,Coberturas y Responsabilidades,62.36000000000001,3
italia,Seguros,Seguros y Coberturas,63.290625,16
itv (cadena de televisión),Motor,Gestión de Seguros Automovilísticos,58.20301587301587,63
itv1,Motor,Trámites de Baja de Vehículos,48.041408450704225,71
jabón,Motor,Normativas de Circulación y Licencias,56.7792,25
jaime gil de biedma,Seguros,Seguros y Coberturas,59.3,1
japón,Viajes,Seguros de Viaje,58.92666666666667,12
jaén,Motor,Normativas de Circulación y Licencias,62.64888888888889,9
jornada laboral,Hogar,Coberturas y Responsabilidades,57.475,10
joya,Seguros,Seguros y Coberturas,73.4388888888889,9
joyería,Seguros,Seguros y Coberturas,74.11428571428571,7
jubilación,Seguros,Préstamos y Financiación,66.77770833333334,96
juez,Seguros,Aspectos Legales y Normativos,57.568275862068965,29
jugo de frutas,Salud,Salud Pancreática,76.95554639175258,485
jugo de limón,Salud,Salud Pancreática,70.25520833333333,480
jugo de pomelo,Salud,Medicina Preventiva,62.25,3
jugo gástrico,Salud,Salud Infantil,67.78,2
juicio,Seguros,Aspectos Legales y Normativos,47.5,4
junta de estanqueidad,Hogar,Electrodomésticos y Averías,57.97,2
jurisdicción,Seguros,Aspectos Legales y Normativos,68.62166666666667,6
jurisdicción contencioso-administrativa de españa,Seguros,Multas y Sanciones,75.69923076923077,13
jurisprudencia,Seguros,Seguros y Coberturas,55.26454545454545,11
justicia,Seguros,Seguros y Coberturas,56.56235294117647,17
kayak,Seguros,Seguros y Coberturas,35.12,1
kilogramo,Motor,Normativas de Circulación y Licencias,56.44,1
kilómetro,Seguros,Seguros y Coberturas,29.9,1
kilómetro cero,Seguros,Seguros y Coberturas,49.605,12
ktm,Motor,Robos y Vandalismo en Vehículos,58.843333333333334,3
la cisterna,Hogar,Coberturas y Responsabilidades,49.6725,8
la haya,Seguros,Aspectos Legales y Normativos,42.68,4
la mancha,Hogar,Reparaciones y Mantenimiento,51.0904,50
la palma,Motor,Seguros de Responsabilidad Civil,79.75,1
la plata,Seguros,Seguros y Coberturas,53.64000000000001,3
la terraza,Hogar,Normativas y Regulaciones Vecinales,64.12888888888888,9
labilidad emocional,Salud,Trastornos Endocrinos,46.32772727272727,22
labio leporino,Salud,Medicina Preventiva,66.06,1
laboratorio,Salud,Medicina Preventiva,55.61772727272727,22
laca,Motor,Problemas Comunes en Vehículos,59.14,4
lactancia,Seguros,Seguros y Coberturas,53.12,1
lactancia materna,Salud,Salud Digestiva,69.19777777777777,45
lactasa,Salud,Medicina Preventiva,81.18333333333334,3
lactosa,Salud,Medicina Preventiva,72.88,3
lactuca sativa,Salud,Salud Pancreática,64.42808731808732,481
ladrillo,Hogar,Normativas y Regulaciones Vecinales,54.330303030303035,33
laringe,Salud,Salud Respiratoria,58.58965517241379,29
laringitis,Salud,Salud Respiratoria,73.12793103448276,29
larva (insectos),Hogar,Coberturas y Responsabilidades,41.766666666666666,3
latín,Seguros,Accidentes y Responsabilidades,38.56111111111111,18
lavabo,Hogar,Reparaciones y Mantenimiento,70.09181818181818,11
lavado de dinero,Seguros,Aspectos Legales y Normativos,54.03,1
lavadora,Seguros,Seguros y Coberturas,59.833260869565216,46
lavar platos,Hogar,Coberturas y Responsabilidades,58.63,2
lavavajillas,Hogar,Coberturas y Responsabilidades,61.836,15
laxante,Salud,Salud Pancreática,69.79240083507307,479
leasing operativo,Motor,Gestión de Seguros Automovilísticos,73.75,1
leche,Salud,Trastornos Endocrinos,74.54377777777778,360
legumbre,Salud,Trastornos Endocrinos,66.84227272727273,22
legítima,Seguros,Aspectos Legales y Normativos,72.26166666666667,6
lenguaje,Seguros,Aspectos Legales y Normativos,58.69736842105263,19
lens culinaris,Salud,Salud Digestiva,59.38066666666667,45
lente,Salud,Medicina Preventiva,55.8,1
lente de contacto,Salud,Medicina Preventiva,64.69181818181818,22
lente intraocular,Salud,Medicina Preventiva,57.36125,16
lepidoptera,Salud,Trastornos Endocrinos,60.978235294117646,306
lesiones deportivas,Salud,Medicina Preventiva,44.8,1
lesión,Seguros,Accidentes y Responsabilidades,49.44880952380952,42
lesión cerebral,Salud,Medicina Preventiva,77.03714285714285,7
levante español,Motor,Problemas Comunes en Vehículos,32.9,1
levante mediterráneo,Motor,Seguros de Responsabilidad Civil,66.75,1
ley,Seguros,Seguros y Coberturas,49.298322072072075,888
ley de bienestar animal,Hogar,Coberturas y Responsabilidades,52.68,3
ley de dependencia,Seguros,Seguros y Coberturas,76.2,1
ley de sociedades de capital,Seguros,Impuestos y Deducciones,64.25333333333333,3
ley hipotecaria (españa),Seguros,Seguros y Coberturas,65.87,20
leyenda urbana,Seguros,Seguros y Coberturas,50.97,8
leña,Hogar,Coberturas y Responsabilidades,43.879999999999995,3
león (españa),Salud,Salud Infantil,52.21999999999999,7
libertad,Motor,Normativas de Circulación y Licencias,54.237634408602155,93
libertad de circulación,Motor,Normativas de Circulación y Licencias,49.815,2
libertad de elección,Salud,Medicina Preventiva,49.25333333333333,6
libido,Salud,Trastornos Endocrinos,56.800666666666665,30
licencia de caza,Seguros,Seguros y Coberturas,59.37625,8
licenciatura,Seguros,Consultas y Atención al Cliente,54.56333333333333,3
licitación,Seguros,Aspectos Legales y Normativos,65.89857142857143,7
licuadora (trituración),Seguros,Seguros y Coberturas,81.88,2
licuadora de mano,Seguros,Seguros y Coberturas,81.3,2
liebre,Seguros,Aspectos Legales y Normativos,43.276666666666664,3
ligadura (tipografía),Seguros,Seguros y Coberturas,29.27285714285714,7
ligadura de trompas,Seguros,Seguros y Coberturas,47.34,4
ligamento,Salud,Medicina Preventiva,46.38,1
lima,Salud,Salud Pancreática,61.615803757828814,479
limpiaparabrisas,Motor,Problemas Comunes en Vehículos,48.93142857142857,7
limpieza,Motor,Normativas de Circulación y Licencias,51.75111111111111,9
linkedin,Seguros,Seguros y Coberturas,27.95,1
lipotimia,Salud,Medicina Preventiva,49.56,1
liquidez,Seguros,Préstamos y Financiación,61.88333333333333,42
litio,Salud,Trastornos Endocrinos,65.34902280130294,307
litotricia,Seguros,Seguros y Coberturas,56.18,7
litro,Salud,Trastornos Endocrinos,60.44257328990228,307
llanta,Seguros,Seguros y Coberturas,62.76727272727273,11
llave,Hogar,Seguridad y Cerraduras,79.32592592592593,27
llave (herramienta),Hogar,Electrodomésticos y Averías,68.7,2
llave ajustable,Hogar,Electrodomésticos y Averías,50.86,2
llave de paso,Hogar,Coberturas y Responsabilidades,64.20076923076923,26
llavero,Seguros,Riesgos y Responsabilidades,57.23571428571428,7
lluvia,Seguros,Seguros y Coberturas,65.3535593220339,59
loción,Salud,Medicina Preventiva,48.6,1
loft,Hogar,Coberturas y Responsabilidades,88.94,1
lona,Hogar,Reparaciones y Mantenimiento,29.1,1
londres,Seguros,Seguros y Coberturas,68.74666666666667,3
longevidad,Motor,Mantenimiento y Reemplazo de Embragues,47.935,4
los molares,Salud,Salud Mental y Emocional,58.05,2
los toldos (buenos aires),Hogar,Reparaciones y Mantenimiento,33.56,1
loza,Hogar,Coberturas y Responsabilidades,56.68642857142857,14
lubricación,Salud,Salud Digestiva,57.415000000000006,28
lubricación vaginal,Salud,Trastornos Endocrinos,72.0559090909091,22
lubricante,Salud,Medicina Preventiva,63.28,1
lucro cesante,Seguros,Seguros y Coberturas,60.187551020408165,49
luna,Motor,Gestión de Seguros Automovilísticos,60.53875,56
lupus eritematoso sistémico,Motor,Problemas Comunes en Vehículos,50.97714285714286,7
luxación,Seguros,Seguros y Coberturas,57.2,1
luz,Seguros,Accidentes y Responsabilidades,54.568,85
luz solar,Motor,Problemas Comunes en Vehículos,43.25555555555556,9
lácteo,Salud,Trastornos Endocrinos,78.77228013029315,307
lágrima,Salud,Medicina Preventiva,56.75,1
lágrima artificial,Salud,Medicina Preventiva,53.0,1
lámpara,Seguros,Accidentes y Responsabilidades,70.4,1
lámpara eléctrica,Seguros,Accidentes y Responsabilidades,39.6,1
lámpara incandescente,Seguros,Accidentes y Responsabilidades,64.435,12
lápida,Seguros,Seguros y Coberturas,69.75,1
lápiz,Motor,Problemas Comunes en Vehículos,55.65,4
láser,Salud,Medicina Preventiva,45.409000000000006,10
límites de velocidad,Motor,Problemas Comunes en Vehículos,59.13090909090909,22
línea de flotación,Seguros,Seguros y Coberturas,37.36333333333334,3
líquido,Motor,Mantenimiento y Reemplazo de Embragues,64.59557046979866,149
líquido amniótico,Salud,Salud Infantil,58.17666666666667,3
lógica,Seguros,Seguros y Coberturas,50.26285714285715,14
macbook,Seguros,Seguros y Coberturas,55.38,1
macbook air,Seguros,Seguros y Coberturas,49.16,1
macbook pro,Seguros,Seguros y Coberturas,53.9,1
maceta,Salud,Salud Digestiva,62.48117647058823,51
macintosh,Seguros,Seguros y Coberturas,63.38,1
madera,Hogar,Reparaciones y Mantenimiento,62.414468085106385,47
madrid,Seguros,Impuestos y Deducciones,61.50361233480176,454
madrid central,Motor,Normativas de Circulación y Licencias,66.47485714285715,35
maduración (alimento),Salud,Trastornos Endocrinos,60.2640909090909,22
maestría,Noticias,Delitos y Vandalismo,45.73178451178451,297
maestría universitaria en ciencias,Seguros,Consultas y Atención al Cliente,42.36,2
magia,Salud,Medicina Preventiva,41.455,4
magnesio,Salud,Trastornos Endocrinos,67.31842499999999,400
mala fe (derecho),Seguros,Consultas y Atención al Cliente,44.50086956521739,46
maleta,Viajes,Cobertura Médica Internacional,65.71653846153846,26
maletero,Motor,Normativas de Circulación y Licencias,58.10736842105263,19
malformación congénita,Salud,Medicina Preventiva,57.52,3
mallorca,Seguros,Seguros y Coberturas,58.01,3
malnutrición,Salud,Medicina Preventiva,61.199999999999996,3
malware,Seguros,Seguros y Coberturas,91.6,1
mama,Salud,Medicina Preventiva,64.74,16
mamografía,Salud,Medicina Preventiva,69.24444444444445,9
mamoplastia de aumento,Salud,Medicina Preventiva,77.078,5
mampara de baño,Seguros,Seguros y Coberturas,72.99375,8
mampostería,Seguros,Derechos de Propiedad,63.206,15
mancha solar,Salud,Medicina Preventiva,44.56,1
mandíbula,Salud,Medicina Preventiva,56.675000000000004,6
manejo de plagas,Hogar,Coberturas y Responsabilidades,54.125,6
manga,Viajes,Seguros de Viaje,58.005625,16
manganeso,Salud,Salud Digestiva,61.300888888888885,45
manguito (ropa),Seguros,Seguros y Coberturas,59.115,2
manija,Hogar,Coberturas y Responsabilidades,49.63333333333333,3
manillar,Seguros,Aspectos Legales y Normativos,42.4,10
manivela,Hogar,Reparaciones y Mantenimiento,32.97,1
manjar,Hogar,Coberturas y Responsabilidades,38.833333333333336,3
mano de obra,Motor,Mantenimiento y Reemplazo de Embragues,55.831405405405405,185
mano de obra asalariada,Seguros,Impuestos y Deducciones,47.31809210526316,152
manzana,Salud,Medicina Preventiva,46.62,1
mapa,Motor,Normativas de Circulación y Licencias,70.61888888888889,9
mapa mental,Seguros,Préstamos y Financiación,57.044285714285714,7
maquinilla de afeitar,Seguros,Accidentes y Responsabilidades,50.97,1
mar mediterráneo,Motor,Seguros de Responsabilidad Civil,57.681999999999995,5
marca,Salud,Medicina Preventiva,61.62583333333333,12
marcapasos cardíaco artificial,Salud,Medicina Preventiva,66.6,1
mareo,Salud,Medicina Preventiva,60.114,10
marfil,Seguros,Seguros y Coberturas,58.89666666666667,3
margen bruto,Seguros,Aspectos Legales y Normativos,82.425,2
marina mercante,Seguros,Seguros y Coberturas,49.16,3
marisco,Salud,Medicina Preventiva,42.9,1
marruecos,Viajes,Seguros de Viaje,67.72333333333333,12
masa,Salud,Salud Mental y Emocional,57.033055555555556,36
masa máxima autorizada,Motor,Gestión de Seguros Automovilísticos,60.790000000000006,17
masilla,Hogar,Coberturas y Responsabilidades,54.35,2
mastectomía,Salud,Medicina Preventiva,63.077999999999996,5
masticación,Salud,Salud Pancreática,68.82624481327801,482
matemáticas,Seguros,Consultas y Atención al Cliente,66.64,2
materia,Seguros,Consultas y Atención al Cliente,59.26197183098592,71
materia prima,Seguros,Aspectos Legales y Normativos,63.41,4
material de construcción,Seguros,Seguros y Coberturas,64.94,1
matrimonio,Hogar,Coberturas y Responsabilidades,66.07,11
matrícula (automóviles),Seguros,Multas y Sanciones,67.28794326241135,141
maxilar,Salud,Medicina Preventiva,48.88,1
mayoría de edad,Seguros,Riesgos y Responsabilidades,62.214,5
mecánica,Motor,Problemas Comunes en Vehículos,47.648,5
mediación (derecho),Seguros,Consultas y Atención al Cliente,56.49333333333333,30
medicago sativa,Salud,Salud Digestiva,62.733777777777775,45
medicamento,Salud,Medicina Preventiva,70.08369098712447,233
medicamento de venta libre,Salud,Medicina Preventiva,72.44425,80
medicina,Salud,Medicina Preventiva,65.16813953488372,645
medicina alternativa,Seguros,Seguros y Coberturas,56.9,1
medicina de emergencia,Salud,Medicina Preventiva,66.59666666666666,6
medicina deportiva,Salud,Medicina Preventiva,68.564,5
medicina familiar,Salud,Salud Respiratoria,65.53671875,64
medicina hiperbárica,Seguros,Salud y Bienestar,46.47,1
medicina intensiva,Salud,Medicina Preventiva,62.215999999999994,5
medicina paliativa,Salud,Medicina Preventiva,56.480000000000004,8
medicina preventiva y salud pública,Salud,Medicina Preventiva,65.97874999999999,528
medicina regenerativa,Seguros,Salud y Bienestar,32.7,1
medicina veterinaria,Seguros,Accidentes y Responsabilidades,60.73466666666666,15
medición,Salud,Medicina Preventiva,60.975,8
medida cautelar,Hogar,Alquiler y Derechos del Inquilino,70.06666666666666,3
medio ambiente natural,Seguros,Riesgos y Responsabilidades,63.067959183673466,98
medios digitales,Hogar,Coberturas y Responsabilidades,60.04034482758621,29
medios sociales,Hogar,Coberturas y Responsabilidades,59.74212121212121,33
meditación,Salud,Medicina Preventiva,78.33,2
meleagris gallopavo domesticus,Salud,Medicina Preventiva,70.01333333333334,3
melilla,Motor,Normativas de Circulación y Licencias,62.99111111111111,9
membrana plasmática,Salud,Salud Infantil,60.25,2
memoria (proceso),Salud,Medicina Preventiva,63.4325,16
memoria usb,Seguros,Seguros y Coberturas,71.88333333333334,3
meningitis,Salud,Salud Infantil,65.68357142857143,14
menopausia,Salud,Trastornos Endocrinos,83.53299999999999,30
mens sana in corpore sano,Salud,Medicina Preventiva,49.064,5
menstruación,Salud,Trastornos Endocrinos,63.566296296296294,108
mente,Seguros,Aspectos Legales y Normativos,70.06441176470588,34
mercado,Salud,Medicina Preventiva,58.401044349070105,699
mercado de valores,Seguros,Seguros y Coberturas,60.305454545454545,11
mercado eléctrico de españa,Hogar,Electrodomésticos y Averías,60.39375,16
mercado hipotecario,Hogar,Coberturas y Responsabilidades,56.681,10
mercado libre,Seguros,Seguros y Coberturas,61.865625,16
mercadotecnia,Seguros,Aspectos Legales y Normativos,70.0125,8
mercancía,Seguros,Consultas y Atención al Cliente,58.076,30
mesoterapia,Seguros,Salud y Bienestar,41.0,1
metabolismo,Salud,Trastornos Endocrinos,65.55041884816754,382
metal,Motor,Trámites de Baja de Vehículos,55.67125,32
metal pesado,Salud,Salud Digestiva,48.928518518518516,27
metal precioso,Motor,Robos y Vandalismo en Vehículos,56.221428571428575,7
metano,Motor,Normativas de Circulación y Licencias,60.449999999999996,9
metanol,Motor,Normativas de Circulación y Licencias,58.093333333333334,9
meteorito,Seguros,Accidentes y Responsabilidades,70.575,2
meteorología,Hogar,Reparaciones y Mantenimiento,55.63939393939393,66
metro,Salud,Salud Pancreática,56.407605633802824,497
metro (sistema de transporte),Seguros,Consultas y Atención al Cliente,42.8,1
mialgia,Salud,Medicina Preventiva,49.1,1
micción,Salud,Salud Digestiva,47.401111111111106,27
michelin,Motor,Problemas Comunes en Vehículos,74.25,1
micosis,Salud,Medicina Preventiva,48.56,1
microbiota intestinal,Salud,Salud Digestiva,67.78977777777777,45
microfibra,Hogar,Coberturas y Responsabilidades,60.942727272727275,11
microsoft windows,Seguros,Seguros y Coberturas,47.28,1
miedo,Hogar,Seguridad y Cerraduras,62.703913043478266,46
miel,Salud,Salud Respiratoria,80.17377952755905,508
migas,Hogar,Coberturas y Responsabilidades,50.45620689655173,29
miligramo,Salud,Medicina Preventiva,51.505769230769225,78
mineral,Salud,Trastornos Endocrinos,64.00009708737863,309
minería,Salud,Medicina Preventiva,52.20444444444444,9
minimalismo,Hogar,Normativas y Regulaciones Vecinales,63.96,9
ministerio,Seguros,Aspectos Legales y Normativos,58.155,4
ministerio de asuntos exteriores (españa),Viajes,Seguros de Viaje,66.3175,12
ministerio de economía (argentina),Motor,Problemas Comunes en Vehículos,35.22,1
ministerio de economía (españa),Seguros,Aspectos Legales y Normativos,55.695,4
ministerio de economía y hacienda,Seguros,Seguros y Coberturas,36.75,1
ministerio de educación (españa),Seguros,Educación y Seguro Escolar,69.936,10
ministerio de justicia (españa),Seguros,Consultas y Atención al Cliente,53.309000000000005,10
ministerio de trabajo (españa),Seguros,Seguros y Coberturas,58.10999999999999,3
ministerio del interior (españa),Motor,Robos y Vandalismo en Vehículos,40.98666666666667,3
ministro de economía,Seguros,Impuestos y Deducciones,48.61176470588235,17
minoría de edad,Seguros,Seguros y Coberturas,64.62777777777778,9
miocardio,Seguros,Seguros y Coberturas,49.5975,24
mioma uterino,Salud,Medicina Preventiva,77.3125,8
miopía,Salud,Medicina Preventiva,75.95217391304348,23
misión diplomática,Seguros,Consultas y Atención al Cliente,68.5,1
mitigación del cambio climático,Seguros,Seguros y Coberturas,63.53,1
mobiliario,Seguros,Aspectos Legales y Normativos,63.85511627906977,86
mobiliario urbano,Motor,Gestión de Seguros Automovilísticos,48.68,4
mochilero,Viajes,Cobertura Médica Internacional,75.4223076923077,26
moco,Salud,Salud Infantil,62.265,2
modelo estándar de la física de partículas,Motor,Normativas de Circulación y Licencias,53.44,2
modelo matemático,Seguros,Consultas y Atención al Cliente,64.75,2
modus operandi,Seguros,Consultas y Atención al Cliente,46.364444444444445,9
moho,Seguros,Seguros y Coberturas,64.49384615384615,13
molécula,Salud,Salud Digestiva,49.91888888888889,27
moneda,Seguros,Cancelación y Baja de Seguros,54.72,15
moneda (divisa),Seguros,Aspectos Legales y Normativos,59.84,1
monitor de computadora,Seguros,Seguros y Coberturas,63.915,4
monovolumen,Motor,Gestión de Seguros Automovilísticos,43.935,2
montaña,Seguros,Cancelación y Baja de Seguros,62.25875,24
montañismo,Viajes,Seguros de Viaje,68.02749999999999,12
monte perdido,Seguros,Seguros y Coberturas,21.5,1
mora (derecho),Seguros,Consultas y Atención al Cliente,53.40958333333333,24
morfina,Salud,Medicina Preventiva,62.49,3
mostaza,Salud,Salud Digestiva,61.02888888888889,45
motero,Motor,Robos y Vandalismo en Vehículos,46.375,36
motivación,Salud,Salud Mental y Emocional,64.82333333333332,9
motocicleta,Motor,Robos y Vandalismo en Vehículos,65.36764248704664,386
motocicleta de enduro,Seguros,Seguros y Coberturas,67.25,1
motocicleta eléctrica,Motor,Requisitos para Conducir sin Licencia,64.59,22
motoneta,Motor,Robos y Vandalismo en Vehículos,66.03521739130434,92
motor,Motor,Mantenimiento y Reemplazo de Embragues,61.54763723150358,419
motor de arranque,Motor,Problemas Comunes en Vehículos,46.61666666666667,3
motor de búsqueda,Seguros,Seguros y Coberturas,74.75,1
motor de dos tiempos,Motor,Requisitos para Conducir sin Licencia,69.3386111111111,36
motor de gasolina,Motor,Problemas Comunes en Vehículos,69.45333333333333,99
motor diésel,Motor,Problemas Comunes en Vehículos,79.6775,64
motor eléctrico,Motor,Problemas Comunes en Vehículos,40.13666666666666,3
motovespa vespino,Motor,Requisitos para Conducir sin Licencia,86.5375,36
movimiento okupa,Hogar,Alquiler y Derechos del Inquilino,78.6276923076923,13
mucosa,Salud,Salud Pancreática,74.54384158415841,505
muela del juicio,Salud,Salud Mental y Emocional,60.378,30
muerte,Seguros,Accidentes y Responsabilidades,58.04130081300813,123
mujer,Seguros,Seguros y Coberturas,52.6345,20
multa,Motor,Gestión de Seguros Automovilísticos,67.97429133858269,254
multidisciplinariedad,Salud,Medicina Preventiva,37.39,2
multimedia,Noticias,Delitos y Vandalismo,57.723693379790944,287
multiplicador monetario,Seguros,Aspectos Legales y Normativos,58.1,1
multán,Motor,Aspectos Legales de la Propiedad Vehicular,51.5595,20
municipio,Seguros,Impuestos y Deducciones,50.772295081967215,61
mus (animal),Hogar,Coberturas y Responsabilidades,71.74666666666667,3
mutación,Salud,Salud Infantil,71.4,2
mutación cromosómica,Salud,Salud Infantil,37.02,3
mutua colaboradora con la seguridad social,Salud,Salud Mental y Emocional,83.984,25
mutualidad,Hogar,Coberturas y Responsabilidades,53.88444444444445,81
mutualidad de previsión social,Hogar,Coberturas y Responsabilidades,48.16333333333333,18
mácula lútea,Salud,Medicina Preventiva,56.61,14
málaga,Motor,Robos y Vandalismo en Vehículos,63.08038461538461,26
máquina,Seguros,Seguros y Coberturas,49.25,5
mármol,Seguros,Seguros y Coberturas,58.377096774193554,31
máscara quirúrgica,Salud,Medicina Preventiva,54.13428571428572,14
médico,Seguros,Accidentes y Responsabilidades,58.226366279069765,1376
médico de cabecera,Salud,Salud Respiratoria,61.3599375,160
médula espinal,Salud,Medicina Preventiva,53.29,13
médula ósea,Salud,Medicina Preventiva,81.10769230769232,13
méxico,Viajes,Cobertura Médica Internacional,67.045,36
músculo,Salud,Medicina Preventiva,61.03923076923076,78
música,Motor,Normativas de Circulación y Licencias,64.65928571428572,14
naranja (fruta),Salud,Trastornos Endocrinos,63.610457516339864,306
narcolepsia,Seguros,Seguros y Coberturas,42.56,1
nariz,Salud,Medicina Preventiva,67.53,5
nasturtium officinale,Salud,Salud Digestiva,59.13666666666667,45
natación,Salud,Medicina Preventiva,63.096666666666664,3
naturaleza,Hogar,Coberturas y Responsabilidades,56.751999999999995,160
nave industrial,Hogar,Coberturas y Responsabilidades,66.06,1
navidad,Salud,Salud Mental y Emocional,60.28222222222222,9
nazca,Salud,Salud Digestiva,56.006,45
negligencia (derecho),Hogar,Coberturas y Responsabilidades,61.67805555555555,36
negligencia médica,Salud,Medicina Preventiva,34.28,1
neisseria meningitidis,Salud,Salud Infantil,67.44142857142857,7
neonato,Salud,Trastornos Endocrinos,75.05157099697885,331
nepal,Viajes,Cobertura Médica Internacional,67.8173076923077,26
